timestamp,instrument,timeframe,open,high,low,close,volume,spread
2026-01-05T00:00:00+00:00,XAU/USD,1h,2400.00,2400.34,2399.25,2399.59,1284,0.21
2026-01-05T01:00:00+00:00,XAU/USD,1h,2399.59,2401.02,2399.35,2400.66,1384,0.22
2026-01-05T02:00:00+00:00,XAU/USD,1h,2400.66,2401.04,2399.98,2400.33,1484,0.23
2026-01-05T03:00:00+00:00,XAU/USD,1h,2400.33,2401.76,2400.10,2401.41,1380,0.21
2026-01-05T04:00:00+00:00,XAU/USD,1h,2401.41,2401.78,2400.70,2401.02,1344,0.22
2026-01-05T05:00:00+00:00,XAU/USD,1h,2401.02,2402.45,2400.80,2402.11,1444,0.23
2026-01-05T06:00:00+00:00,XAU/USD,1h,2402.11,2402.47,2401.39,2401.80,1476,0.21
2026-01-05T07:00:00+00:00,XAU/USD,1h,2401.80,2403.16,2401.54,2402.83,1304,0.22
2026-01-05T08:00:00+00:00,XAU/USD,1h,2402.83,2403.18,2402.14,2402.46,1404,0.23
2026-01-05T09:00:00+00:00,XAU/USD,1h,2402.46,2403.94,2402.21,2403.57,1504,0.21
2026-01-05T10:00:00+00:00,XAU/USD,1h,2403.57,2403.91,2402.84,2403.21,1332,0.22
2026-01-05T11:00:00+00:00,XAU/USD,1h,2403.21,2404.62,2402.97,2404.26,1364,0.23
2026-01-05T12:00:00+00:00,XAU/USD,1h,2404.26,2404.64,2403.57,2403.91,1464,0.21
2026-01-05T13:00:00+00:00,XAU/USD,1h,2403.91,2405.39,2403.68,2405.04,1428,0.22
2026-01-05T14:00:00+00:00,XAU/USD,1h,2405.04,2405.41,2404.31,2404.63,1324,0.23
2026-01-05T15:00:00+00:00,XAU/USD,1h,2404.63,2406.04,2404.41,2405.70,1424,0.21
2026-01-05T16:00:00+00:00,XAU/USD,1h,2405.70,2406.06,2404.99,2405.37,1524,0.22
2026-01-05T17:00:00+00:00,XAU/USD,1h,2405.37,2406.78,2405.11,2406.45,1284,0.23
2026-01-05T18:00:00+00:00,XAU/USD,1h,2406.45,2406.80,2405.74,2406.06,1384,0.21
2026-01-05T19:00:00+00:00,XAU/USD,1h,2406.06,2407.52,2405.81,2407.15,1484,0.22
2026-01-05T20:00:00+00:00,XAU/USD,1h,2407.15,2407.49,2406.44,2406.84,1380,0.23
2026-01-05T21:00:00+00:00,XAU/USD,1h,2406.84,2408.23,2406.58,2407.87,1344,0.21
2026-01-05T22:00:00+00:00,XAU/USD,1h,2407.87,2408.25,2407.17,2407.50,1444,0.22
2026-01-05T23:00:00+00:00,XAU/USD,1h,2407.50,2408.96,2407.27,2408.61,1476,0.23
2026-01-06T00:00:00+00:00,XAU/USD,1h,2408.61,2408.98,2407.90,2408.25,1304,0.21
2026-01-06T01:00:00+00:00,XAU/USD,1h,2408.25,2409.64,2408.03,2409.30,1404,0.22
2026-01-06T02:00:00+00:00,XAU/USD,1h,2409.30,2409.66,2408.60,2408.95,1504,0.23
2026-01-06T03:00:00+00:00,XAU/USD,1h,2408.95,2410.41,2408.69,2410.08,1332,0.21
2026-01-06T04:00:00+00:00,XAU/USD,1h,2410.08,2410.43,2409.32,2409.67,1364,0.22
2026-01-06T05:00:00+00:00,XAU/USD,1h,2409.67,2411.11,2409.42,2410.74,1464,0.23
2026-01-06T06:00:00+00:00,XAU/USD,1h,2410.74,2411.08,2410.05,2410.41,1428,0.21
2026-01-06T07:00:00+00:00,XAU/USD,1h,2410.41,2411.85,2410.16,2411.49,1324,0.22
2026-01-06T08:00:00+00:00,XAU/USD,1h,2411.49,2411.87,2410.78,2411.10,1424,0.23
2026-01-06T09:00:00+00:00,XAU/USD,1h,2411.10,2412.54,2410.87,2412.19,1524,0.21
2026-01-06T10:00:00+00:00,XAU/USD,1h,2412.19,2412.56,2411.48,2411.88,1284,0.22
2026-01-06T11:00:00+00:00,XAU/USD,1h,2411.88,2413.25,2411.64,2412.91,1384,0.23
2026-01-06T12:00:00+00:00,XAU/USD,1h,2412.91,2413.27,2412.22,2412.54,1484,0.21
2026-01-06T13:00:00+00:00,XAU/USD,1h,2412.54,2413.98,2412.28,2413.65,1380,0.22
2026-01-06T14:00:00+00:00,XAU/USD,1h,2413.65,2414.00,2412.92,2413.29,1344,0.23
2026-01-06T15:00:00+00:00,XAU/USD,1h,2413.29,2414.71,2413.04,2414.34,1444,0.21
2026-01-06T16:00:00+00:00,XAU/USD,1h,2414.34,2414.68,2413.66,2413.99,1476,0.22
2026-01-06T17:00:00+00:00,XAU/USD,1h,2413.99,2415.48,2413.75,2415.12,1304,0.23
2026-01-06T18:00:00+00:00,XAU/USD,1h,2415.12,2415.50,2414.38,2414.71,1404,0.21
2026-01-06T19:00:00+00:00,XAU/USD,1h,2414.71,2416.13,2414.48,2415.78,1504,0.22
2026-01-06T20:00:00+00:00,XAU/USD,1h,2415.78,2416.15,2415.08,2415.45,1332,0.23
2026-01-06T21:00:00+00:00,XAU/USD,1h,2415.45,2416.87,2415.22,2416.53,1364,0.21
2026-01-06T22:00:00+00:00,XAU/USD,1h,2416.53,2416.89,2415.84,2416.14,1464,0.22
2026-01-06T23:00:00+00:00,XAU/USD,1h,2416.14,2417.56,2415.88,2417.23,1428,0.23
2026-01-07T00:00:00+00:00,XAU/USD,1h,2417.23,2417.91,2415.87,2416.50,2104,0.30
2026-01-07T01:00:00+00:00,XAU/USD,1h,2416.50,2417.81,2415.86,2417.11,2204,0.31
2026-01-07T02:00:00+00:00,XAU/USD,1h,2417.11,2417.78,2415.75,2416.32,2304,0.32
2026-01-07T03:00:00+00:00,XAU/USD,1h,2416.32,2417.70,2415.73,2417.01,2064,0.30
2026-01-07T04:00:00+00:00,XAU/USD,1h,2417.01,2417.72,2415.61,2416.23,2164,0.31
2026-01-07T05:00:00+00:00,XAU/USD,1h,2416.23,2417.54,2415.62,2416.86,2264,0.32
2026-01-07T06:00:00+00:00,XAU/USD,1h,2416.86,2417.56,2415.49,2416.09,2160,0.30
2026-01-07T07:00:00+00:00,XAU/USD,1h,2416.09,2417.47,2415.50,2416.80,2124,0.31
2026-01-07T08:00:00+00:00,XAU/USD,1h,2416.80,2417.49,2415.38,2415.97,2224,0.32
2026-01-07T09:00:00+00:00,XAU/USD,1h,2415.97,2417.28,2415.38,2416.62,2256,0.30
2026-01-07T10:00:00+00:00,XAU/USD,1h,2416.62,2417.30,2415.28,2415.87,2084,0.31
2026-01-07T11:00:00+00:00,XAU/USD,1h,2415.87,2417.23,2415.25,2416.53,2184,0.32
2026-01-07T12:00:00+00:00,XAU/USD,1h,2416.53,2417.20,2415.14,2415.72,2284,0.30
2026-01-07T13:00:00+00:00,XAU/USD,1h,2415.72,2417.08,2415.14,2416.39,2112,0.31
2026-01-07T14:00:00+00:00,XAU/USD,1h,2416.39,2417.10,2415.03,2415.66,2144,0.32
2026-01-07T15:00:00+00:00,XAU/USD,1h,2415.66,2416.95,2415.01,2416.27,2244,0.30
2026-01-07T16:00:00+00:00,XAU/USD,1h,2416.27,2416.97,2414.88,2415.48,2208,0.31
2026-01-07T17:00:00+00:00,XAU/USD,1h,2415.48,2416.84,2414.91,2416.17,2104,0.32
2026-01-07T18:00:00+00:00,XAU/USD,1h,2416.17,2416.86,2414.79,2415.39,2204,0.30
2026-01-07T19:00:00+00:00,XAU/USD,1h,2415.39,2416.68,2414.80,2416.02,2304,0.31
2026-01-07T20:00:00+00:00,XAU/USD,1h,2416.02,2416.70,2414.67,2415.25,2064,0.32
2026-01-07T21:00:00+00:00,XAU/USD,1h,2415.25,2416.66,2414.64,2415.96,2164,0.30
2026-01-07T22:00:00+00:00,XAU/USD,1h,2415.96,2416.63,2414.53,2415.13,2264,0.31
2026-01-07T23:00:00+00:00,XAU/USD,1h,2415.13,2416.47,2414.56,2415.78,2160,0.32
2026-01-08T00:00:00+00:00,XAU/USD,1h,2415.78,2416.49,2414.45,2415.03,2124,0.30
2026-01-08T01:00:00+00:00,XAU/USD,1h,2415.03,2416.37,2414.41,2415.69,2224,0.31
2026-01-08T02:00:00+00:00,XAU/USD,1h,2415.69,2416.39,2414.28,2414.88,2256,0.32
2026-01-08T03:00:00+00:00,XAU/USD,1h,2414.88,2416.22,2414.32,2415.55,2084,0.30
2026-01-08T04:00:00+00:00,XAU/USD,1h,2415.55,2416.24,2414.21,2414.82,2184,0.31
2026-01-08T05:00:00+00:00,XAU/USD,1h,2414.82,2416.09,2414.19,2415.43,2284,0.32
2026-01-08T06:00:00+00:00,XAU/USD,1h,2415.43,2416.11,2414.06,2414.64,2112,0.30
2026-01-08T07:00:00+00:00,XAU/USD,1h,2414.64,2416.03,2414.04,2415.33,2144,0.31
2026-01-08T08:00:00+00:00,XAU/USD,1h,2415.33,2416.00,2413.93,2414.55,2244,0.32
2026-01-08T09:00:00+00:00,XAU/USD,1h,2414.55,2415.87,2413.95,2415.18,2208,0.30
2026-01-08T10:00:00+00:00,XAU/USD,1h,2415.18,2415.89,2413.83,2414.41,2104,0.31
2026-01-08T11:00:00+00:00,XAU/USD,1h,2414.41,2415.80,2413.81,2415.12,2204,0.32
2026-01-08T12:00:00+00:00,XAU/USD,1h,2415.12,2415.82,2413.69,2414.29,2304,0.30
2026-01-08T13:00:00+00:00,XAU/USD,1h,2414.29,2415.61,2413.72,2414.94,2064,0.31
2026-01-08T14:00:00+00:00,XAU/USD,1h,2414.94,2415.63,2413.60,2414.19,2164,0.32
2026-01-08T15:00:00+00:00,XAU/USD,1h,2414.19,2415.51,2413.58,2414.85,2264,0.30
2026-01-08T16:00:00+00:00,XAU/USD,1h,2414.85,2415.53,2413.46,2414.04,2160,0.31
2026-01-08T17:00:00+00:00,XAU/USD,1h,2414.04,2415.41,2413.45,2414.71,2124,0.32
2026-01-08T18:00:00+00:00,XAU/USD,1h,2414.71,2415.38,2413.34,2413.98,2224,0.30
2026-01-08T19:00:00+00:00,XAU/USD,1h,2413.98,2415.28,2413.33,2414.59,2256,0.31
2026-01-08T20:00:00+00:00,XAU/USD,1h,2414.59,2415.30,2413.21,2413.80,2084,0.32
2026-01-08T21:00:00+00:00,XAU/USD,1h,2413.80,2415.17,2413.22,2414.49,2184,0.30
2026-01-08T22:00:00+00:00,XAU/USD,1h,2414.49,2415.19,2413.10,2413.71,2284,0.31
2026-01-08T23:00:00+00:00,XAU/USD,1h,2413.71,2415.01,2413.11,2414.34,2112,0.32
2026-01-09T00:00:00+00:00,XAU/USD,1h,2414.34,2415.10,2412.37,2413.03,2504,0.37
2026-01-09T01:00:00+00:00,XAU/USD,1h,2413.03,2413.93,2412.22,2413.20,2604,0.38
2026-01-09T02:00:00+00:00,XAU/USD,1h,2413.20,2413.95,2411.18,2411.83,2568,0.39
2026-01-09T03:00:00+00:00,XAU/USD,1h,2411.83,2412.71,2410.98,2411.94,2464,0.37
2026-01-09T04:00:00+00:00,XAU/USD,1h,2411.94,2412.68,2410.01,2410.65,2564,0.38
2026-01-09T05:00:00+00:00,XAU/USD,1h,2410.65,2411.53,2409.82,2410.77,2664,0.39
2026-01-09T06:00:00+00:00,XAU/USD,1h,2410.77,2411.55,2408.79,2409.42,2424,0.37
2026-01-09T07:00:00+00:00,XAU/USD,1h,2409.42,2410.30,2408.60,2409.55,2524,0.38
2026-01-09T08:00:00+00:00,XAU/USD,1h,2409.55,2410.32,2407.61,2408.28,2624,0.39
2026-01-09T09:00:00+00:00,XAU/USD,1h,2408.28,2409.09,2407.40,2408.35,2520,0.37
2026-01-09T10:00:00+00:00,XAU/USD,1h,2408.35,2409.11,2406.36,2407.02,2484,0.38
2026-01-09T11:00:00+00:00,XAU/USD,1h,2407.02,2407.90,2406.20,2407.17,2584,0.39
2026-01-09T12:00:00+00:00,XAU/USD,1h,2407.17,2407.92,2405.20,2405.85,2616,0.37
2026-01-09T13:00:00+00:00,XAU/USD,1h,2405.85,2406.71,2404.99,2405.94,2444,0.38
2026-01-09T14:00:00+00:00,XAU/USD,1h,2405.94,2406.68,2403.99,2404.63,2544,0.39
2026-01-09T15:00:00+00:00,XAU/USD,1h,2404.63,2405.56,2403.80,2404.80,2644,0.37
2026-01-09T16:00:00+00:00,XAU/USD,1h,2404.80,2405.58,2402.80,2403.43,2472,0.38
2026-01-09T17:00:00+00:00,XAU/USD,1h,2403.43,2404.29,2402.60,2403.54,2504,0.39
2026-01-09T18:00:00+00:00,XAU/USD,1h,2403.54,2404.31,2401.58,2402.25,2604,0.37
2026-01-09T19:00:00+00:00,XAU/USD,1h,2402.25,2403.11,2401.41,2402.37,2568,0.38
2026-01-09T20:00:00+00:00,XAU/USD,1h,2402.37,2403.13,2400.36,2401.02,2464,0.39
2026-01-09T21:00:00+00:00,XAU/USD,1h,2401.02,2401.88,2400.19,2401.15,2564,0.37
2026-01-09T22:00:00+00:00,XAU/USD,1h,2401.15,2401.90,2399.23,2399.88,2664,0.38
2026-01-09T23:00:00+00:00,XAU/USD,1h,2399.88,2400.72,2399.00,2399.95,2424,0.39
2026-01-10T00:00:00+00:00,XAU/USD,1h,2399.95,2400.69,2397.98,2398.62,2524,0.37
2026-01-10T01:00:00+00:00,XAU/USD,1h,2398.62,2399.53,2397.78,2398.77,2624,0.38
2026-01-10T02:00:00+00:00,XAU/USD,1h,2398.77,2399.55,2396.80,2397.45,2520,0.39
2026-01-10T03:00:00+00:00,XAU/USD,1h,2397.45,2398.29,2396.61,2397.54,2484,0.37
2026-01-10T04:00:00+00:00,XAU/USD,1h,2397.54,2398.31,2395.56,2396.23,2584,0.38
2026-01-10T05:00:00+00:00,XAU/USD,1h,2396.23,2397.14,2395.41,2396.40,2616,0.39
2026-01-10T06:00:00+00:00,XAU/USD,1h,2396.40,2397.16,2394.37,2395.03,2444,0.37
2026-01-10T07:00:00+00:00,XAU/USD,1h,2395.03,2395.87,2394.18,2395.14,2544,0.38
2026-01-10T08:00:00+00:00,XAU/USD,1h,2395.14,2395.89,2393.20,2393.85,2644,0.39
2026-01-10T09:00:00+00:00,XAU/USD,1h,2393.85,2394.74,2393.02,2393.97,2472,0.37
2026-01-10T10:00:00+00:00,XAU/USD,1h,2393.97,2394.71,2391.98,2392.62,2504,0.38
2026-01-10T11:00:00+00:00,XAU/USD,1h,2392.62,2393.51,2391.78,2392.75,2604,0.39
2026-01-10T12:00:00+00:00,XAU/USD,1h,2392.75,2393.53,2390.82,2391.48,2568,0.37
2026-01-10T13:00:00+00:00,XAU/USD,1h,2391.48,2392.30,2390.61,2391.55,2464,0.38
2026-01-10T14:00:00+00:00,XAU/USD,1h,2391.55,2392.32,2389.55,2390.22,2564,0.39
2026-01-10T15:00:00+00:00,XAU/USD,1h,2390.22,2391.11,2389.40,2390.37,2664,0.37
2026-01-10T16:00:00+00:00,XAU/USD,1h,2390.37,2391.13,2388.39,2389.05,2424,0.38
2026-01-10T17:00:00+00:00,XAU/USD,1h,2389.05,2389.87,2388.18,2389.14,2524,0.39
2026-01-10T18:00:00+00:00,XAU/USD,1h,2389.14,2389.89,2387.18,2387.83,2624,0.37
2026-01-10T19:00:00+00:00,XAU/USD,1h,2387.83,2388.77,2387.00,2388.00,2520,0.38
2026-01-10T20:00:00+00:00,XAU/USD,1h,2388.00,2388.74,2385.99,2386.63,2484,0.39
2026-01-10T21:00:00+00:00,XAU/USD,1h,2386.63,2387.50,2385.79,2386.74,2584,0.37
2026-01-10T22:00:00+00:00,XAU/USD,1h,2386.74,2387.52,2384.82,2385.45,2616,0.38
2026-01-10T23:00:00+00:00,XAU/USD,1h,2385.45,2386.32,2384.61,2385.57,2444,0.39
2026-01-11T00:00:00+00:00,XAU/USD,1h,2385.57,2386.20,2384.73,2385.42,2364,0.27
2026-01-11T01:00:00+00:00,XAU/USD,1h,2385.42,2387.35,2384.94,2386.75,2464,0.28
2026-01-11T02:00:00+00:00,XAU/USD,1h,2386.75,2387.37,2385.93,2386.68,2292,0.29
2026-01-11T03:00:00+00:00,XAU/USD,1h,2386.68,2388.54,2386.16,2387.95,2324,0.27
2026-01-11T04:00:00+00:00,XAU/USD,1h,2387.95,2388.56,2387.14,2387.82,2424,0.28
2026-01-11T05:00:00+00:00,XAU/USD,1h,2387.82,2389.80,2387.31,2389.17,2388,0.29
2026-01-11T06:00:00+00:00,XAU/USD,1h,2389.17,2389.77,2388.34,2389.05,2284,0.27
2026-01-11T07:00:00+00:00,XAU/USD,1h,2389.05,2390.96,2388.55,2390.34,2384,0.28
2026-01-11T08:00:00+00:00,XAU/USD,1h,2390.34,2390.98,2389.51,2390.23,2484,0.29
2026-01-11T09:00:00+00:00,XAU/USD,1h,2390.23,2392.21,2389.74,2391.60,2244,0.27
2026-01-11T10:00:00+00:00,XAU/USD,1h,2391.60,2392.23,2390.74,2391.43,2344,0.28
2026-01-11T11:00:00+00:00,XAU/USD,1h,2391.43,2393.34,2390.95,2392.74,2444,0.29
2026-01-11T12:00:00+00:00,XAU/USD,1h,2392.74,2393.36,2391.92,2392.65,2340,0.27
2026-01-11T13:00:00+00:00,XAU/USD,1h,2392.65,2394.56,2392.13,2393.97,2304,0.28
2026-01-11T14:00:00+00:00,XAU/USD,1h,2393.97,2394.58,2393.13,2393.82,2404,0.29
2026-01-11T15:00:00+00:00,XAU/USD,1h,2393.82,2395.78,2393.31,2395.15,2436,0.27
2026-01-11T16:00:00+00:00,XAU/USD,1h,2395.15,2395.75,2394.35,2395.08,2264,0.28
2026-01-11T17:00:00+00:00,XAU/USD,1h,2395.08,2396.97,2394.58,2396.35,2364,0.29
2026-01-11T18:00:00+00:00,XAU/USD,1h,2396.35,2396.99,2395.51,2396.22,2464,0.27
2026-01-11T19:00:00+00:00,XAU/USD,1h,2396.22,2398.18,2395.73,2397.57,2292,0.28
2026-01-11T20:00:00+00:00,XAU/USD,1h,2397.57,2398.20,2396.74,2397.45,2324,0.29
2026-01-11T21:00:00+00:00,XAU/USD,1h,2397.45,2399.34,2396.97,2398.74,2424,0.27
